"","cd_cvm","nome_companhia"
"944","025518","WESTWING COMÉRCIO VAREJISTA S.A."
"945","025402","HBR REALTY EMPREENDIMENTOS IMOBILIÁRIOS S.A."
"946","025313","HOUSI S.A."
"947","025542","CVLB BRASIL S.A."
"948","025275","ALPHAVILLE S.A."
"949","025259","ENJOEI S.A."
"950","025836","DOTZ S.A."
"951","025089","PET CENTER COMÉRCIO E PARTICIPAÇÕES S.A."
"952","025330","ALLIED TECNOLOGIA S.A."
"953","025658","AGROGALAXY PARTICIPAÇÕES S.A."
"954","025127","COMPASS GÁS E ENERGIA S.A."
"955","025305","PATRIMAR ENGENHARIA S.A."
"956","025194","TRIPLE PLAY BRASIL PARTICIPAÇÕES S.A."
"957","025186","GRUPO MATEUS S.A."
"958","025062","LAVVI EMPREENDIMENTOS IMOBILIÁRIOS S.A."
"959","025445","MPM CORPÓREOS S.A."
"960","025488","FOCUS ENERGIA HOLDING PARTICIPAÇÕES S.A."
"961","025615","ÁGUAS DE TERESINA SANEAMENTO SPE S.A."
"962","025216","COMPANHIA SECURITIZADORA DE CRÉDITOS FINANCEIROS VERT-RECARG"
"963","025461","MOBLY S.A."
"964","025356","CONCESSIONÁRIA DAS RODOVIAS INTEGRADAS DO SUL S.A."
"965","025020","CIA. SECURITIZADORA DE CREDITOS FINANCEIROS VERT-GYRA"
"966","024783","NATURA &CO HOLDING S.A."
"967","024791","PJBANK SECURITIZADORA S.A."
"968","024805","VIVARA PARTICIPAÇÕES S.A."
"969","025267","COMPANHIA SECURITIZADORA DE CRÉDITOS FINANCEIROS VERT-PROVI"
"970","024856","UP ENGENHARIA E URBANISMO S.A."
"971","024970","BASE SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS S.A"
"972","025739","CS BRASIL PARTICIPAÇÕES E LOCAÇÕES S.A."
"973","026107","CIA SECURITIZADORA DE CRED. FIN. CARTÕES CONSIGNADOS II"
"974","026263","COMPANHIA SECURITIZADORA DE CRÉDITOS FINANCEIROS VERT-VIRTUS"
"975","025380","EZ INC INCORPORAÇÕES COMERCIAIS S.A."
"976","025054","TRUE COMPANHIA SECURITIZADORA DE CRÉDITOS FINANCEIROS II"
"977","025631","KALUNGA S.A"
"978","025763","VITTIA S.A."
"979","025208","TRACK & FIELD CO S.A."
"980","024953","ALLPARK EMPREENDIMENTOS, PARTICIPAÇÕES E SERVIÇOS S.A."
"981","025526","CRUZEIRO DO SUL EDUCACIONAL S.A."
"982","025429","FARMÁCIA E DROGARIA NISSEI S.A."
"983","025453","INTELBRAS S.A. IND. DE TELECOMUNICAÇÃO ELETRÔNICA BRASILEIRA"
"984","025143","PACAEMBU CONSTRUTORA S.A."
"985","025038","LOJAS QUERO QUERO S.A."
"986","026190","CARAMURU ALIMENTOS S.A."
"987","026174","AES BRASIL OPERAÇÕES S.A."
"988","025666","LG INFORMÁTICA S.A."
"989","026050","UNIFIQUE TELECOMUNICAÇÕES S.A."
"990","026468","HOSPITAL ANCHIETA S.A."
"991","025496","JALLES MACHADO S.A."
"992","025780","PETRORECÔNCAVO S.A."
"993","026476","AMMO VAREJO S.A."
"994","026093","CLEAR SALE S.A."
"995","025925","BIONEXO S.A."
"996","026301","UNIGEL PARTICIPAÇÕES S.A."
"997","025895","LIVETECH DA BAHIA INDÚSTRIA E COMÉRCIO S.A."
"998","026425","AÇO VERDE DO BRASIL S.A"
"999","026557","DATORA PARTICIPAÇÕES E SERVIÇOS S.A."
"1000","026158","ESSENTIA PCHS S.A."
"1001","026026","DESKTOP S.A."
"1002","026590","AURA ALMAS MINERAÇÃO S.A."
"1003","026603","GSH CORP PARTICIPAÇÕES S.A."
"1004","025798","KALLAS INCORPORAÇÕES E CONSTRUÇÕES S.A."
"1005","025712","GPS PARTICIPAÇÕES E EMPREENDIMENTOS S.A."
"1006","025976","YUNY INCORPORADORA HOLDING S.A."
"1007","026271","ENVIRONMENTAL ESG PARTICIPAÇÕES S.A."
"1008","026719","MANAUS TRANSMISSORA DE ENERGIA S.A"
"1009","026140","GETNET ADQ E SERV PARA MEIOS DE PAGTO S.A. - INST PAGTO"
"1010","025941","PRIVALIA BRASIL S.A."
"1011","025860","BR ADVISORY PARTNERS PARTICIPAÇÕES S.A."
"1012","026123","ONCOCLÍNICAS DO BRASIL SERVIÇOS MÉDICOS S.A."
"1013","025682","CM HOSPITALAR S.A"
"1014","025879","KORA SAÚDE PARTICIPAÇÕES S.A."
"1015","026379","MADERO INDÚSTRIA E COMÉRCIO S.A."
"1016","025887","GETNINJAS S.A."
"1017","026638","CONCESSIONARIA ECOVIAS DO ARAGUAIA S.A."
"1018","025690","HOSPITAL MATER DEI S.A."
"1019","026182","LABORATÓRIO TEUTO BRASILEIRO S.A."
"1020","026760","TECIDOS E ARMARINHOS MIGUEL BARTOLOMEU S.A."
"1021","026336","FULWOOD S.A."
"1022","025933","HUMBERG AGRIBRASIL COMÉRCIO E EXPORTAÇÃO DE GRÃOS S.A."
"1023","026565","HOLDING DO ARAGUAIA S.A."
"1024","025909","EMCCAMP RESIDENCIAL S.A."
"1025","026085","BRISANET PARTICIPAÇÕES S.A."
"1026","026670","ARGO VI TRANSMISSÃO DE ENERGIA S.A."
"1027","026662","ARGO V TRANSMISSÃO DE ENERGIA S.A."
"1028","026573","TROCAFONE S.A."
"1029","026417","OLIVEIRA TRUST S.A."
"1030","026654","ARGO VII TRANSMISSÃO DE ENERGIA S.A."
"1031","026794","SELF IT ACADEMIAS HOLDING S.A."
"1032","026689","HOLDING VERZANI E SANDRINI S.A."
"1033","025070","PLANO & PLANO DESENVOLVIMENTO IMOBILIÁRIO S.A."
"1034","080209","NU HOLDINGS LTD."
"1035","026204","BLUEFIT ACADEMIAS DE GINÁSTICA E PARTICIPAÇÕES S.A."
"1036","025771","HOSPITAL CARE CALEDONIA S.A."
"1037","026280","COMERC PARTICIPAÇÕES S.A."
"1038","025844","TEGRA INCORPORADORA S.A."
"1039","025755","BANCO MODAL S.A."
"1040","025810","ATHENA SAÚDE BRASIL SA"
"1041","026409","VERO S.A."
"1042","026131","ENTALPIA PARTICIPAÇÕES S.A."
"1043","026247","WILSON SONS S.A."
"1044","025917","RAÍZEN S.A."
"1045","026484","RUMO MALHA CENTRAL S.A."
"1046","026581","CONCESSIONÁRIA ECOVIAS DO CERRADO S.A."
"1047","026018","CIA. SEC. DE CRÉDITOS FINANCEIROS VERT-PROVI II"
"1048","025593","COMPANHIA SECURITIZADORA DE CRÉDITOS FINANCEIROS - VERT 5"
"1049","025151","MISSISSIPI SECURITIZADORA S/A"
"1050","025640","AES BRASIL ENERGIA S.A."
"1051","025240","TRAVESSIA SECURITIZADORA DE CRÉDITOS FINANCEIROS S.A."
"1052","026298","RIO ENERGY PARTICIPAÇÕES S.A."
"1053","025720","RIO ALTO ENERGIAS RENOVÁVEIS S.A."
"1054","080195","G2D INVESTMENTS, LTD."
"1055","025747","INFRACOMMERCE CXAAS S.A."
"1056","026530","CENCOSUD BRASIL COMERCIAL S.A."
"1057","025364","HLASA PARTICIPAÇÕES S.A."
"1058","025674","HMOBI PARTICIPAÇÕES S.A."
"1059","026042","PLAYBANCO SECURITIZADORA S.A."
"1060","026905","IFIN PARTICIPAÇÕES S.A."
"1061","025968","HUMAITA SECURITIZADORA S/A"
"1062","026506","LUPO S.A."
"1063","026360","DORI ALIMENTOS S.A."
"1064","026034","MULTILASER INDUSTRIAL S.A."
"1065","025801","RODOBENS SA"
"1066","026700","EUROFARMA LABORATÓRIOS S.A."
"1067","025984","COMPANHIA BRASILEIRA DE ALUMÍNIO"
"1068","025992","INTERCEMENT BRASIL S.A."
"1069","026395","ALMEIDA JUNIOR SHOPPING CENTERS S.A."
"1070","026255","TIGRE S.A. PARTICIPAÇÕES"
"1071","025950","TRÊS TENTOS AGROINDUSTRIAL S/A"
"1072","026891","ELETRORIVER S.A."
"1073","027022","V. TAL - REDE NEUTRA DE TELECOMUNICAÇÕES S.A."
"1074","027090","TIM BRASIL SERVIÇOS E PARTICIPAÇÕES S.A."
"1075","026883","BSB ENERGÉTICA S.A."
"1076","027367","LIGGA TELECOMUNICAÇÕES S.A."
"1077","026808","COPEL DISTRIBUIÇÃO S.A."
"1078","026387","INTERPLAYERS SOLUÇÕES INTEGRADAS S.A."
"1079","026697","FOZ DO RIO CLARO ENERGIA S.A."
"1080","026522","CERRADINHO BIOENERGIA S.A."
"1081","026514","ASA BRANCA HOLDING S.A."
"1082","026921","CICLUS AMBIENTAL RIO S/A"
"1083","026964","REAG INVESTIMENTOS S.A."
"1084","026611","MNLT S.A."
"1085","027138","SAFIRA HOLDING S.A."
"1086","027111","XP INVESTIMENTOS S.A."
"1087","027103","CHINA THREE GORGES BRASIL ENERGIA S.A."
"1088","027057","VITRU BRASIL EMPREENDIMENTOS, PARTICIPAÇÕES E COMÉRCIO S.A."
"1089","026972","CREDGRID SERVIÇOS FINANCEIROS S.A."
"1090","080225","ALMACENES ÉXITO S.A."
"1091","026816","QESTRA TECNOLOGIA ADMINISTRAÇÃO E PARTICIPAÇÕES S.A."
"1092","026077","TC S.A."
"1093","027197","TURBI COMPARTILHAMENTO DE VEÍCULOS S.A."
"1094","026620","AUREN ENERGIA S.A."
"1095","026956","OCEÂNICA ENGENHARIA E CONSULTORIA S.A."
"1096","026948","ELEA DIGITAL INFRAESTRUTURA E REDES DE TELECOMUNICAÇÕES S.A."
"1097","026875","EIXO SP CONCESSIONÁRIA DE RODOVIAS S.A."
"1098","026859","CONCESSIONÁRIA CATARINENSE DE RODOVIAS S.A."
"1099","026328","MONTE RODOVIAS S.A."
"1100","026832","ANEMUS WIND HOLDING S.A."
"1101","026930","AMAZONE FUN PARKS S.A."
"1102","026999","BRK AMBIENTAL - REGIÃO METROPOLITANA DE MACEIÓ S.A."
"1103","027154","COMPANHIA ESTADUAL DE GERAÇÃO DE ENERGIA ELÉTRICA - CEEE-G"
"1104","026000","TERRA SANTA PROPRIEDADES AGRÍCOLAS S.A."
"1105","027006","RIO ALTO STL HOLDING I S.A."
"1106","026310","CIA. SECURITIZADORA DE CRED. FIN. VERT-UME"
"1107","026239","PORTO DE VITORIA COMPANHIA SECURITIZADORA DE CREDITOS FINANC"
"1108","027014","SOLAR BEBIDAS S.A."
"1109","026646","CANTU STORE S.A."
"1110","026344","MOTTU I S.A"
"1111","026352","RODOVIAS DO BRASIL HOLDING S.A."
"1112","026220","CERES SECURITIZADORA S/A"
"1113","026212","CANAL COMPANHIA DE SECURITIZAÇÃO"
"1114","027294","CONCESSIONARIA ROTA DE SANTA MARIA S.A"
"1115","026433","ALVAREZ & MARSAL INVESTIMENTOS I S.A."
"1116","026735","ÁGUAS DO RIO 1 SPE S.A."
"1117","026727","IGUÁ RIO DE JANEIRO S.A."
"1118","026441","SERENA ENERGIA S.A."
"1119","026492","TRUE SECURITIZADORA DE CREDITOS FINANCEIROS IV S.A."
"1120","026743","ÁGUAS DO RIO 4 SPE S.A."
"1121","080217","INTER & CO, INC."
"1122","057886","INTER & CO, INC."
"1123","026778","VERT-11 COMPANHIA SECURITIZADORA DE CRÉDITOS FINANCEIROS"
"1124","026450","VERT-9 COMPANHIA SECURITIZADORA DE CRÉDITOS FINANCEIROS"
"1125","026751","VERT-10 COMPANHIA SECURITIZADORA DE CRÉDITOS FINANCEIROS"
"1126","026824","TRAVESSIA SECURITIZADORA DE CRÉDITOS MERCANTIS VI S.A."
"1127","026913","VIA BRASIL BR 163 CONCESSIONÁRIA DE RODOVIAS S.A."
"1128","027030","ALTHAIA S.A. INDÚSTRIA FARMACÊUTICA"
"1129","026867","UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S.A."
"1130","027065","COMPANHIA DO METROPOLITANO DE SÃO PAULO - METRÔ"
"1131","026549","CLARANET TECHNOLOGY S.A."
"1132","026786","SENIOR SISTEMAS S.A."
"1133","026980","BORRACHAS VIPAL S.A."
"1134","027189","VOTORANTIM CIMENTOS S.A."
"1135","027200","PETRO RIO JAGUAR PETRÓLEO S.A."
"1136","027049","ORIZON MEIO AMBIENTE S.A."
"1137","027391","BRZ EMPREENDIMENTOS E CONSTRUÇÕES S.A."
"1138","027324","AGASUS S.A."
"1139","027430","ALUBAR METAIS E CABOS S.A."
"1140","027260","CORREDOR LOGÍSTICA E INFRAESTRUTURA S.A."
"1141","001244","BANCO BESA S.A."
"1142","027405","CONCESSIONÁRIA VIARIO S.A."
"1143","027120","EMPRESA BRASILEIRA DE ENGENHARIA E COMÉRCIO S.A. EBEC"
"1144","027340","CONSTRUTORA METROCASA S.A."
"1145","027456","ECORIOMINAS CONCESSIONÁRIA DE RODOVIAS S.A."
"1146","027227","ORIGEM ENERGIA S.A."
"1147","027251","INSPIRALI EDUCAÇÃO S.A."
"1148","027308","REFINARIA DE MANAUS S.A."
"1149","027073","SOLVI ESSENCIS AMBIENTAL S.A."
"1150","027235","VRENTAL LOCAÇÃO DE MÁQUINAS E EQUIPAMENTOS S.A."
"1151","027146","RIO+ SANEAMENTO BL 3 S.A."
"1152","027413","AUTOMOB S.A."
"1153","027243","CLI SUL S.A."
"1154","027421","CONCESSIONÁRIA DO SISTEMA RODOVIÁRIO RIO-SÃO PAULO S.A"
"1155","027359","ÁGUAS DO SERTÃO S.A."
"1156","027081","NOVA SOCIEDADE DE NAVEGAÇÃO S.A."
"1157","027219","GRANJA FARIA S.A."
