"cia_ano","ano","cd_cvm","ativo_total","ativo_circulante","ativo_nao_circulante","passivo_total","passivo_circulante","passivo_nao_circulante","patrimonio_liquido","receitas","resultado_operacional","lucro_liquido","fc_operacional","fc_investimento","fc_financiamento","fc_diferenca","liquidez_geral","liquidez_corrente","prop_capitalterceiros","endividamento_geral","margem_operacional","margem_liquida","roe","fluxocaixa_livre"
"000906_2014","2014-12-31","000906",930451016,65430300,865020716,930451016,760698590,87460621,82291805,99723519,19330791,15416478,NULL,NULL,NULL,NULL,"1.0970240067345092","0.08601343667535916","0.9115570797549648","0.9115570797549648","0.19384385141884133","0.15459219805510474","0.18733916457416386",NULL
"001384_2014","2014-12-31","001384",13826801,8473,13818328,13826801,12408508,169961,1248332,1359210,87215,66080,NULL,NULL,NULL,NULL,"1.0992435565886436","0.0006828379366802198","0.9097164991381593","0.9097164991381593","0.06416594933821852","0.04861647574694124","0.05293463597824938",NULL
"021881_2014","2014-12-31","021881",3209768,1522708,4323424,3209768,265081,1392057,1572964,1678900,337733,85802,NULL,NULL,NULL,NULL,"3.5278486161080127","5.744312115919285","0.513029619498084","0.283458875030533","0.20116326165941986","0.05110608136279707","0.054547974397379725",NULL
"001520_2014","2014-12-31","001520",789837,401875,808767,789837,307825,217533,337133,478936,19778,7392,NULL,NULL,NULL,NULL,"2.304413371453371","1.3055307398684317","0.6091170806420009","0.433949920785831","0.04129570548048173","0.015434212504384719","0.02192606478748743",NULL
"019348_2014","2014-12-31","019348",1127203000,17527000,1109676000,1127203000,797154000,229432000,100617000,129035000,28808000,21861000,NULL,NULL,NULL,NULL,"1.0980112723142532","0.021986968640940144","0.910737462551111","0.910737462551111","0.2232572557833146","0.16941914984306583","0.21726944750887028",NULL
"020680_2014","2014-12-31","020680",3968846,131471,3837375,3968846,2970552,338370,659924,533803,75247,46999,NULL,NULL,NULL,NULL,"1.1994377625099655","0.044258104217667286","0.8337239590551007","0.8337239590551007","0.14096398858755008","0.0880455898524362","0.07121880701414102",NULL
"014320_2014","2014-12-31","014320",30484062,10355023,44058110,30484062,4769426,8701811,18761615,11741629,890665,208479,NULL,NULL,NULL,NULL,"4.03920835183881","2.1711256239220402","0.41793499998076494","0.2475732650792227","0.07585531786092033","0.017755543119272462","0.01111199648857521",NULL
"004723_2014","2014-12-31","004723",44050,33949,42849,44050,12892,28356,15747,45025,19246,8341,NULL,NULL,NULL,NULL,"1.8618599689681925","2.633338504498914","0.7237126063689797","0.5370973202427146","0.42745141588006663","0.18525263742365353","0.5296881945767448",NULL
"020885_2014","2014-12-31","020885",5522686,42862,5479824,5522686,4649254,187894,685538,761715,-3842,-2804,NULL,NULL,NULL,NULL,"1.1417235941509336","0.009219113431961343","0.8758687348873356","0.8758687348873356","-0.005043881241671754","-0.003681166840616241","-0.0040902181935939365",NULL
"008397_2014","2014-12-31","008397",417625,210803,413524,417625,76022,520157,NULL,449941,-58076,-44355,NULL,NULL,NULL,NULL,"1.0472140078734742","2.772920996553629",NULL,"0.9549146520973785","-0.1290747009052298","-0.0985795915464472",NULL,NULL
"016306_2014","2014-12-31","016306",6791026,3487192,5293517,6791026,3155345,1945496,1841769,1617041,-918473,-608812,NULL,NULL,NULL,NULL,"1.721423780902012","1.1051697991820228","0.7347151863636299","0.5809144796849548","-0.5679961114158516","-0.3764975656152194","-0.33055828391074016",NULL
"009040_2014","2014-12-31","009040",685774,327986,707668,685774,226252,185851,289588,543254,47485,17191,NULL,NULL,NULL,NULL,"2.5130950272140704","1.4496490638756785","0.5872998228564995","0.3979157131628903","0.08740846823033056","0.03164449778556624","0.05936364766495849",NULL
"010456_2014","2014-12-31","010456",3646566,2455465,3100016,3646566,995623,588478,2100904,3711162,627384,286528,NULL,NULL,NULL,NULL,"3.5070244889688222","2.4662598192287644","0.4298775714008529","0.28514200660572864","0.16905325070692145","0.07720708500464275","0.1363831950436574",NULL
"004448_2014","2014-12-31","004448",167722,2132,331036,167722,9520,6225966,NULL,59,-683781,-681078,NULL,NULL,NULL,NULL,"0.05343095951141579","0.22394957983193278",NULL,"18.71574100753974","-11589.50847457627","-11543.694915254237",NULL,NULL
"008427_2014","2014-12-31","008427",230639,134372,125636,230639,386994,138610,NULL,210814,-4843,-25393,NULL,NULL,NULL,NULL,"0.4946842109268575","0.34721985353778095",NULL,"2.0214916464108796","-0.022972857590103125","-0.12045215213410874",NULL,NULL
"002100_2014","2014-12-31","002100",271780,190350,173346,271780,165089,77169,30735,283864,59655,13986,NULL,NULL,NULL,NULL,"1.5012754996739013","1.153014434638286","0.8874146956149058","0.6661002595574326","0.21015345376659245","0.04927007299270073","0.45505124450951684",NULL
"005762_2014","2014-12-31","005762",897864,408818,997379,897864,221252,266684,514808,978154,257880,85160,NULL,NULL,NULL,NULL,"2.8819291874344177","1.8477482689422016","0.4866007674939965","0.3469897887707057","0.2636394678138616","0.08706195547940304","0.1654208947801899",NULL
"011932_2014","2014-12-31","011932",6289024,2975008,8010458,6289024,2237802,2846092,1604503,5911677,578946,118032,NULL,NULL,NULL,NULL,"2.160836949000117","1.3294330776360017","0.7601064948746314","0.46278364522724846","0.09793261708987146","0.01996590815093585","0.0735629662269251",NULL
"012823_2014","2014-12-31","012823",434671,94373,696315,434671,30164,148276,268770,68443,21142,7499,NULL,NULL,NULL,NULL,"4.4311140999775835","3.12866330725368","0.399007177835916","0.22567687887004736","0.3088993761231974","0.10956562394985608","0.027901179447110912",NULL
"022055_2014","2014-12-31","022055",2968588,2026829,2354806,2968588,930395,937031,1155878,3344593,251118,51082,NULL,NULL,NULL,NULL,"2.346350002623933","2.1784607612895597","0.6176772167138997","0.4261938751173934","0.07508178125111187","0.015273009301879182","0.04419324530789582",NULL
"011975_2014","2014-12-31","011975",156298,122710,100834,156298,53675,69923,45200,332742,25790,7076,NULL,NULL,NULL,NULL,"1.8086376802213628","2.286166744294364","0.7322243154539746","0.5529023369001181","0.07750749830198772","0.021265725396854018","0.15654867256637167",NULL
"001562_2014","2014-12-31","001562",136888,101115,77314,136888,39213,21246,82039,116297,35528,12382,NULL,NULL,NULL,NULL,"2.9512396830910204","2.5786091347257285","0.4242796390124774","0.33884065930986557","0.30549369287255906","0.10646878251373638","0.1509282170674923",NULL
"019623_2014","2014-12-31","019623",4609536,1705173,6431743,4609536,812059,1085187,2772166,2697573,396421,82647,NULL,NULL,NULL,NULL,"4.288803876777181","2.099814176063562","0.40631368574886945","0.23316524344112682","0.1469546885292817","0.030637539744058827","0.029813149717585453",NULL
"007617_2014","2014-12-31","007617",48594000,7480000,84957000,48594000,3253000,4346000,42239000,5021000,16586000,8161000,NULL,NULL,NULL,NULL,"12.16436373207001","2.299415923762681","0.15247401581122838","0.08220734121617967","3.303326030671181","1.6253734315873332","0.19321006652619616",NULL
"003190_2014","2014-12-31","003190",11915788,4068838,14661716,11915788,3155916,6333717,2964826,4889415,3354523,1717985,NULL,NULL,NULL,NULL,"1.9737911887635697","1.2892732252696206","0.7619466248995641","0.5066392056529668","0.686078600405161","0.35136821071641494","0.5794555903112021",NULL
"022993_2014","2014-12-31","022993",9189025,196385,8992640,9189025,7559001,394400,1235624,1398303,338642,208530,NULL,NULL,NULL,NULL,"1.15535794058416","0.025980284960935976","0.8655326326786574","0.8655326326786574","0.24218070046334736","0.1491307677949629","0.16876493172680362",NULL
"020567_2014","2014-12-31","020567",10279356,402583,9876773,10279356,8810047,206889,1262420,943145,87608,95761,NULL,NULL,NULL,NULL,"1.1400054297823563","0.045695896968540574","0.8771888044348304","0.8771888044348304","0.09288921639832687","0.10153369842389028","0.07585510368973876",NULL
"020796_2014","2014-12-31","020796",18641950,1927082,16714868,18641950,13925025,2208051,2508874,2846995,398929,270532,NULL,NULL,NULL,NULL,"1.1555111994761569","0.13838984131087737","0.8654178345076561","0.8654178345076561","0.14012283126594882","0.09502370042799513","0.10783004646706053",NULL
"020451_2014","2014-12-31","020451",1975190,1783648,681037,1975190,574361,522016,917941,714750,185936,77487,NULL,NULL,NULL,NULL,"2.248026910451423","3.105447619180272","0.54429191418634","0.4448345326076152","0.2601413081497027","0.10841133263378804","0.08441392202766844",NULL
"020702_2014","2014-12-31","020702",1531576,1143224,522211,1531576,975613,599528,81513,158324,-383100,-233352,NULL,NULL,NULL,NULL,"1.0573243919115813","1.1718007037626599","0.9507966056883332","0.9457835340316494","-2.419721583588085","-1.4738889871402945","-2.862758087666998",NULL
"020931_2014","2014-12-31","020931",7224461,5865963,6515374,7224461,1948539,4821153,480553,6987230,173958,-418218,NULL,NULL,NULL,NULL,"1.828936530642753","3.010441669373823","0.9337190674246181","0.5467658298938152","0.0248965612982541","-0.0598546205005417","-0.870284859318327",NULL
"021032_2014","2014-12-31","021032",2840723,811767,4268715,2840723,741157,1400376,867087,2237844,484080,141846,NULL,NULL,NULL,NULL,"2.3723575588141768","1.0952699630442673","0.711799097260538","0.4215216194054029","0.2163153463780317","0.06338511531634913","0.16358912081486632",NULL
"021148_2014","2014-12-31","021148",2125189,1640717,1195907,2125189,671736,453635,1082346,570138,-247241,-142386,NULL,NULL,NULL,NULL,"2.5206123136281278","2.4425027093977394","0.5097442289931182","0.39672899897906805","-0.4336511511248154","-0.24973953674373572","-0.1315531262646141",NULL
"023450_2014","2014-12-31","023450",2583844,243623,4371279,2583844,373102,892512,1331608,915441,379707,114679,NULL,NULL,NULL,NULL,"3.6463740129296927","0.6529662129926936","0.48729527164023717","0.27424504355672125","0.4147804173070684","0.12527186350622269","0.08612069017308398",NULL
"019550_2014","2014-12-31","019550",7200083,5403458,5921725,7200083,3118996,3251213,1148679,7408422,2461065,741221,NULL,NULL,NULL,NULL,"1.7778353897022845","1.7324350528182788","0.8472275421578297","0.562481771817727","0.33219827380243727","0.1000511309965874","0.6452812317453352",NULL
"014460_2014","2014-12-31","014460",13420612,9562894,6096998,13420612,4059614,3375720,6367845,5817927,1936670,831386,NULL,NULL,NULL,NULL,"2.1061450635573333","2.3556165684717807","0.5386682299780362","0.47480110335371406","0.3328797353421588","0.14290072735529338","0.13056002462371494",NULL
"023280_2014","2014-12-31","023280",2318830,801456,3472373,2318830,705400,1448308,176929,823630,208463,17872,NULL,NULL,NULL,NULL,"1.9844050354086997","1.1361723844627163","0.9240855611577435","0.5039293804220992","0.2531027281667739","0.021699063900052207","0.10101227045877159",NULL
"003336_2014","2014-03-31","003336",442867,271861,385328,442867,572077,52983,NULL,509964,27800,-29488,NULL,NULL,NULL,NULL,"1.051401465459316","0.47521749694534127",NULL,"0.9511114763028596","0.0545136519440588","-0.05782368951533834",NULL,NULL
"014311_2014","2014-12-31","014311",25618142,5958307,33537118,25618142,4055393,9426601,13682780,13918517,3567545,1335615,NULL,NULL,NULL,NULL,"2.9294943314764863","1.4692304790189261","0.49630429467221043","0.34135584058153573","0.2563164595768357","0.09595957672789421","0.09761283891139082",NULL
"020974_2014","2014-12-31","020974",1303992,360396,1923652,1303992,233490,477900,593702,801510,-63618,-71905,NULL,NULL,NULL,NULL,"3.210683310139305","1.5435179236798149","0.545088009121196","0.31146017947083426","-0.07937268405883895","-0.08971191875335305","-0.1211129489205022",NULL
"011312_2014","2014-12-31","011312",102789122,51736001,90808929,102789122,42556832,46529104,19311489,28247099,6802711,-4406421,NULL,NULL,NULL,NULL,"1.600083429555031","1.2156920186164233","0.8218455004812153","0.6249674120293159","0.2408286599625682","-0.15599552364651675","-0.22817613908487325",NULL
"007595_2014","2014-12-31","007595",2670504,665028,3503365,2670504,3063342,1313071,NULL,619331,-1435608,-743777,NULL,NULL,NULL,NULL,"0.9524679229314053","0.21709231290531714",NULL,"1.049904123723459","-2.3179979687759857","-1.2009361714495157",NULL,NULL
"014761_2014","2014-12-31","014761",1432039,1194189,824021,1432039,313667,74546,1076077,1678294,748879,318867,NULL,NULL,NULL,NULL,"5.198718229425599","3.8071872399710522","0.2651202972088862","0.19235510675301382","0.44621442965296904","0.18999472082960434","0.29632359022634996",NULL
"020362_2014","2014-12-31","020362",1759796,1600516,632289,1759796,770417,459540,660756,2331559,110210,23271,NULL,NULL,NULL,NULL,"1.8153520814142283","2.0774671379266034","0.6505254895904349","0.5508573296817232","0.04726880169019956","0.009980875457151202","0.03521874943246826",NULL
"020656_2014","2014-12-31","020656",666835,404556,733438,666835,108430,189011,445849,425576,138924,54070,NULL,NULL,NULL,NULL,"3.8259486755356527","3.7310338467213873","0.4001681712386821","0.26137308281062993","0.3264375810666015","0.12705133748143693","0.12127424307332751",NULL
"011223_2014","2014-12-31","011223",830958,46056,1043137,830958,1589271,919285,NULL,119964,-179634,-138650,NULL,NULL,NULL,NULL,"0.43419122395513593","0.028979324482734537",NULL,"2.303132686309956","-1.4973992197659298","-1.1557633956853723",NULL,NULL
"004146_2014","2014-12-31","004146",320555,242032,230487,320555,327919,93095,NULL,332851,-147055,-108030,NULL,NULL,NULL,NULL,"1.122335599291235","0.7380847099436141",NULL,"0.8909990921000002","-0.44180429080880035","-0.32455963779589064",NULL,NULL
"020141_2014","2014-12-31","020141",793432,599318,636108,793432,285718,312679,222074,662493,114057,32726,NULL,NULL,NULL,NULL,"2.064559147188238","2.097585731385492","0.729333516967693","0.4843649073275129","0.1721633285181881","0.04939825779291253","0.14736529265019768",NULL
"003549_2014","2014-12-31","003549",113825,2786,216776,113825,163129,95568,NULL,928,-23207,-14119,NULL,NULL,NULL,NULL,"0.8487226369072699","0.01707850841971691",NULL,"1.1782412257130104","-25.007543103448278","-15.214439655172415",NULL,NULL
"007544_2014","2014-12-31","007544",110803,53276,113924,110803,235415,189295,NULL,87968,-43271,-33671,NULL,NULL,NULL,NULL,"0.3936803936803937","0.22630673491493744",NULL,"2.5401315789473684","-0.4918947799199709","-0.3827641869770826",NULL,NULL
"013773_2014","2014-12-31","013773",1132348,590222,1048613,1132348,460243,479116,237280,949147,287375,93484,NULL,NULL,NULL,NULL,"1.7446311793467673","1.2824138552894884","0.7983408675048167","0.5731870505572556","0.30277185725709505","0.09849264655527543","0.393981793661497",NULL
"002461_2014","2014-12-31","002461",6171127,5647282,1633710,6171127,1763222,3564108,2343458,6246243,1621520,513055,NULL,NULL,NULL,NULL,"1.366724419174333","3.202819610916833","0.6944957936524905","0.7316763979413794","0.2595992503013411","0.0821381748996957","0.21893074251810785",NULL
"003174_2014","2014-12-31","003174",514895,4468,711638,514895,89349,368544,57002,66,-14433,-8225,NULL,NULL,NULL,NULL,"1.5639155872660206","0.050006155636884576","0.8892939337146408","0.6394207002873876","-218.6818181818182","-124.62121212121212","-0.14429318269534402",NULL
"005410_2014","2014-12-31","005410",11782630,11426202,8163242,11782630,3380815,3521401,5139263,7840757,2322281,962316,NULL,NULL,NULL,NULL,"2.8381383602019987","3.379718204042516","0.5732033415496551","0.3523436397684386","0.2961807131632826","0.12273253717721389","0.18724786024766585",NULL
"006343_2014","2014-12-31","006343",4962930,3771996,4781443,4962930,1016629,1999614,2032374,3114661,372107,89212,NULL,NULL,NULL,NULL,"2.8357924079724346","3.7102974634797943","0.5974394571820362","0.35263512138217157","0.1194695024594972","0.02864260348076404","0.04389546412225309",NULL
"005207_2014","2014-12-31","005207",624490,368629,655919,624490,59326,94081,471083,396303,89548,42267,NULL,NULL,NULL,NULL,"6.678626138311811","6.213616289653777","0.24565165174782622","0.14973139374631544","0.22595842070335073","0.10665324259468134","0.08972304243625857",NULL
"011991_2014","2014-12-31","011991",226169,47254,351420,226169,91333,217509,NULL,195651,-91613,-41300,NULL,NULL,NULL,NULL,"1.2908671748013547","0.5173814502972639",NULL,"0.7746730411313504","-0.46824703170441245","-0.21109015542982146",NULL,NULL
"014664_2014","2014-12-31","014664",1012083,633751,1010493,1012083,251039,370592,398813,733658,160170,54068,NULL,NULL,NULL,NULL,"2.6450482681848233","2.524512127597704","0.609176985704262","0.37806493440146355","0.21831698148183487","0.07369646347480706","0.13557231083239513",NULL
"008753_2014","2014-12-31","008753",407463689,520106314,181786698,407463689,45835082,174451990,192281408,236661996,45242689,19926637,NULL,NULL,NULL,NULL,"3.1862651113724914","11.34734119162261","0.5339406248388147","0.31384707958881913","0.1911700643309034","0.0841987194259952","0.1036326767484457",NULL
"019658_2014","2014-12-31","019658",125920,48133,138775,125920,38237,69650,30407,58606,-7263,-8552,NULL,NULL,NULL,NULL,"1.7324422775681962","1.258806914768418","0.7801278435796203","0.5772198086759261","-0.12392929051632938","-0.14592362556734806","-0.2812510277238794",NULL
"013285_2014","2014-12-31","013285",1399719,1088530,1099761,1399719,418627,482009,573265,1028233,115246,26122,NULL,NULL,NULL,NULL,"2.4297174441172684","2.6002383983832864","0.6110559664455075","0.41157049039638693","0.1120816001820599","0.025404747756588245","0.045567058864573975",NULL
"003298_2014","2014-12-31","003298",1281801,114494,2083498,1281801,86960,1213527,483129,100099,-1855,2115,NULL,NULL,NULL,NULL,"1.6901299282499556","1.3166283348666052","0.7291294762998314","0.5916704883366273","-0.018531653662873755","0.021129082208613474","0.004377712784784188",NULL
"006211_2014","2014-12-31","006211",942409,691214,912869,942409,206556,330634,408967,764677,124344,45111,NULL,NULL,NULL,NULL,"2.986062659394255","3.3463758012355003","0.5677598960848992","0.3348891547382523","0.16260983395603634","0.05899353583277645","0.11030474341450533",NULL
"005312_2014","2014-12-31","005312",822437,191702,840987,822437,338630,477912,8646,380053,-45230,-28722,NULL,NULL,NULL,NULL,"1.2647102047414585","0.5661105040900097","0.9895223876256077","0.7906949720583835","-0.11900971706577766","-0.07557366998813324","-3.321998612074948",NULL
"008451_2014","2014-12-31","008451",4438565,3310680,3172514,4438565,1029729,1749989,1671011,3400194,541625,224070,NULL,NULL,NULL,NULL,"2.3323207605951395","3.2150983414082734","0.624553415856144","0.4287574920633256","0.1592923815523467","0.06589918104672851","0.1340924745558228",NULL
"009539_2014","2014-06-30","009539",329675271,178584028,353626898,329675271,110242069,92340262,130002611,378336450,30093729,11660540,NULL,NULL,NULL,NULL,"2.627133982380724","1.6199263096196064","0.6091145611757732","0.3806429389238056","0.07954224077537335","0.030820556676471433","0.08969466005571226",NULL
"014109_2014","2014-12-31","014109",4873531,4343738,3617659,4873531,1038258,2141964,1743344,3778753,700540,246285,NULL,NULL,NULL,NULL,"2.5034091959617912","4.183678815862724","0.6459184257913878","0.3994552714806208","0.1853892011465158","0.06517626317465047","0.1412716021622812",NULL
"020745_2014","2014-12-31","020745",4498634,1985404,5646032,4498634,1343286,780064,2393008,1499175,279870,70143,NULL,NULL,NULL,NULL,"3.5940546777497824","1.4780203173412065","0.47014652071425694","0.27823728063761527","0.18668267547150932","0.04678773325328931","0.029311644591242487",NULL
"020060_2014","2014-12-31","020060",1022629,279338,1390881,1022629,296031,758980,95358,384287,-682369,-631008,NULL,NULL,NULL,NULL,"1.583129465000839","0.9436106353726468","0.9171065979698688","0.631660279280741","-1.7756754717177525","-1.6420227590316612","-6.61725287862581",NULL
"012653_2014","2014-12-31","012653",21173855,13145509,22629254,21173855,2518873,11677300,7058324,4893882,2753358,730330,NULL,NULL,NULL,NULL,"2.5200286725161773","5.2188057913201655","0.6679138537129342","0.39682088180430436","0.5626122575084564","0.14923326716908988","0.10347073894595941",NULL
"013030_2014","2014-12-31","013030",1075230,61748,1174217,1075230,241051,706670,186171,95381,-23643,-21212,NULL,NULL,NULL,NULL,"1.3041443631617322","0.2561615591721254","0.8358124054142723","0.7667862763104133","-0.24787955672513393","-0.22239230035331983","-0.11393826106106751",NULL
"019615_2014","2014-12-31","019615",2682013,1932851,1843706,2682013,282003,74235,2327934,2233298,914350,485259,NULL,NULL,NULL,NULL,"10.60121884807348","6.8540086452981","0.1327180225410294","0.09432877618423342","0.4094169251035912","0.217283586874658","0.20845049730791337",NULL
"013765_2014","2014-12-31","013765",202797,31581,293135,202797,326657,139924,NULL,187170,34891,-2155,NULL,NULL,NULL,NULL,"0.6959477561238028","0.09667939153301475",NULL,"1.4368894664876384","0.18641342095421276","-0.011513597264518886",NULL,NULL
"020532_2014","2014-12-31","020532",520230910,55903848,464327062,520230910,411756384,29791233,78683293,58923916,6443329,5707776,NULL,NULL,NULL,NULL,"1.1781988849460827","0.13576923193496862","0.8487531373328048","0.8487531373328048","0.1093499793869776","0.09686688169197716","0.07254114288277182",NULL
"022780_2014","2014-12-31","022780",269982,137763,290541,269982,70975,28634,192889,243521,-23912,-2408,NULL,NULL,NULL,NULL,"4.299852422973828","1.9410073969707644","0.340545918262689","0.23256612125966603","-0.09819276366309271","-0.009888264256470694","-0.012483863776576166",NULL
"012572_2014","2014-12-31","012572",37133,2638,66007,37133,68373,56307,NULL,2056,-82287,-42697,NULL,NULL,NULL,NULL,"0.5505694578119987","0.03858248138885233",NULL,"1.8163012601063442","-40.02285992217899","-20.767023346303503",NULL,NULL
"013412_2014","2014-12-31","013412",2666496,1417532,3163842,2666496,606809,1319412,837229,1906037,224165,19541,NULL,NULL,NULL,NULL,"2.3784259438558712","2.3360431371321124","0.6970348658379923","0.4204461369012877","0.11760789533466559","0.010252161946488971","0.023340089748443975",NULL
"007870_2014","2014-12-31","007870",850775,422549,826409,850775,238870,111456,508814,905841,278850,132684,NULL,NULL,NULL,NULL,"3.565130763917037","1.7689496378783438","0.4077635775310194","0.280494620315495","0.30783548106124586","0.14647603718533386","0.26077112658063656",NULL
"004537_2014","2014-12-31","004537",589826413,324697419,558350373,589826413,116454953,78205212,400201505,419722428,143275462,59463240,NULL,NULL,NULL,NULL,"4.536355920586012","2.788180413417023","0.32723601942616337","0.22044125670606965","0.34135765077581226","0.14167277236850445","0.14858324933085895",NULL
"008192_2014","2014-12-31","008192",154518,15213,249212,154518,15999,55722,86302,63508,13246,4074,NULL,NULL,NULL,NULL,"3.686856011488964","0.9508719294955935","0.4538643108914525","0.2712338092086603","0.20857214839075391","0.06414939850097626","0.047206321985585505",NULL
"009342_2014","2014-12-31","009342",719271,515850,429454,719271,288565,127288,311302,1887076,137832,49359,NULL,NULL,NULL,NULL,"2.273168643727471","1.7876388335383708","0.571890449766556","0.4399145671656948","0.07303998355127192","0.026156339225341215","0.15855664274562964",NULL
"008656_2014","2014-12-31","008656",63253424,23905094,85581717,63253424,8565490,26450828,31240657,42546339,3979658,1105292,NULL,NULL,NULL,NULL,"3.1267368259564012","2.790861235025667","0.5284925549347823","0.31982224781393986","0.09353702559461109","0.025978545416093263","0.035379921747484375",NULL
"000094_2014","2014-12-31","000094",635008,462531,522665,635008,209803,125258,305832,736923,46453,15545,NULL,NULL,NULL,NULL,"2.940348175406866","2.204596693088278","0.5228033384667955","0.34009577789597195","0.06303643664263431","0.02109446984284654","0.050828559470559",NULL
"001210_2014","2014-12-31","001210",60461043,6479910,53981133,60461043,52429752,2222752,5808539,7433175,770540,621015,NULL,NULL,NULL,NULL,"1.1062812968276805","0.12359223060982627","0.9039292292724755","0.9039292292724755","0.10366229773952584","0.0835463984098316","0.10691414829099022",NULL
"003204_2014","2014-12-31","003204",3018093,1020130,3488343,3018093,585895,1779736,1449879,670957,-850573,-280763,NULL,NULL,NULL,NULL,"1.9058225902518187","1.7411481579463897","0.620003878904786","0.5247078112700242","-1.267701208870315","-0.4184515550176837","-0.19364581458176855",NULL
"008133_2014","2014-12-31","008133",5321540,4333683,3590079,5321540,2037362,1479167,1855268,5216820,1510225,471420,NULL,NULL,NULL,NULL,"2.2532906738434404","2.127105050550663","0.6546280509110824","0.4437953840612578","0.2894914909849295","0.09036539501075368","0.2540980602263393",NULL
"006173_2014","2014-12-31","006173",979763,678819,817412,979763,560708,424942,52115,591536,-277901,-185422,NULL,NULL,NULL,NULL,"1.5180145081925633","1.2106461830400137","0.9497815015923644","0.658755232313727","-0.4697955830245327","-0.3134585215439128","-3.5579391729828265",NULL
"002429_2014","2014-12-31","002429",1678837,562471,2276794,1678837,329720,883974,497625,738499,128091,56579,NULL,NULL,NULL,NULL,"2.339358190779554","1.7059050103117797","0.7092155232309114","0.42746767209119263","0.17344776363949038","0.07661350929385145","0.1136980658126099",NULL
"010960_2014","2014-12-31","010960",128085,75330,144321,128085,18907,24178,96236,97032,-47240,-22851,NULL,NULL,NULL,NULL,"5.098085180457236","3.9842386417728886","0.3092498618298749","0.19615207761403317","-0.4868496990683486","-0.23549962898837498","-0.23744752483478115",NULL
"021091_2014","2014-12-31","021091",8797107,3876643,10412330,8797107,1560728,2714733,4608900,3984507,1065296,393560,NULL,NULL,NULL,NULL,"3.3420894261460927","2.483868425503996","0.4812344973375125","0.2992140162907439","0.26735955037850356","0.09877257086008381","0.08539130812124368",NULL
"001023_2015","2015-12-31","001023",1388864529,102700113,1286164416,1388864529,1213780238,88854297,86229994,182368871,10137504,15798039,NULL,NULL,NULL,NULL,"1.0661966128512015","0.08461178538317905","0.937913315374188","0.937913315374188","0.05558790787272023","0.08662683995011407","0.18320816536297102",NULL
"014206_2015","2015-12-31","014206",13746849,680070,13066779,13746849,10754803,1497073,1494973,2742848,148029,151027,NULL,NULL,NULL,NULL,"1.122019925764838","0.0632340731857199","0.8912497693107708","0.8912497693107708","0.053969086146953824","0.05506211062370208","0.1010232291820655",NULL
"002437_2015","2015-12-31","002437",149645408,31478802,185177889,149645408,28099643,94211304,41739222,32588838,-26788067,-14953658,NULL,NULL,NULL,NULL,"1.7713597704382094","1.1202562964945855","0.7455703809729084","0.5645380552775081","-0.8220012938172266","-0.4588582753395503","-0.3582639369751549",NULL
"014451_2015","2015-12-31","014451",3344728,1634264,3369556,3344728,1375506,1226968,820821,2427203,405791,88519,-23976,-25138,61151,12037,"1.9227166150363078","1.1881184087892018","0.7602248710672028","0.5200974455515985","0.16718461537827697","0.03646954951851988","0.10784202645887471",-49114
"011258_2015","2015-12-31","011258",2554529,443670,4293319,2554529,382673,2937748,NULL,45092,-403062,-235633,NULL,NULL,NULL,NULL,"1.426623009552102","1.1593971876772073",NULL,"0.7009560292413599","-8.938658742127206","-5.225605428900914",NULL,NULL
"015083_2015","2015-12-31","015083",126006,92716,77696,126006,7093234,1944576,NULL,56483,-306547,-155177,NULL,NULL,NULL,NULL,"0.0188554528143433","0.013071047705461289",NULL,"53.03505621669836","-5.427243595418091","-2.747322203140768",NULL,NULL
"022594_2015","2015-12-31","022594",1517310,219944,2562274,1517310,141741,680591,771680,277427,59801,-63770,NULL,NULL,NULL,NULL,"3.383326928783022","1.5517316796128149","0.5158882116320329","0.2955670619627937","0.21555580386912593","-0.22986227007465027","-0.08263788098693758",NULL
"020990_2015","2015-12-31","020990",9948401,5587114,10652913,9948401,3262136,4193943,2706133,9013779,5939,-418437,NULL,NULL,NULL,NULL,"2.178092131266313","1.7127164532686558","0.7337063033127039","0.45911740171367943","0.0006588801433893598","-0.04642192802818884","-0.1546254378480289",NULL
"015253_2015","2015-12-31","015253",18502182,6962922,20906340,18502182,4716057,10467955,3318170,11935130,683388,351401,NULL,NULL,NULL,NULL,"1.835434666410959","1.4764287200091093","0.8206606118132446","0.5448300712089182","0.05725853007047263","0.02944257833806586","0.10590204841825464",NULL
"021733_2015","2015-12-31","021733",29977801,13925378,33193963,29977801,8063954,13170150,10163967,11122314,9766515,3651433,NULL,NULL,NULL,NULL,"2.219040699810079","1.7268672415542052","0.6762868967332419","0.4506451819858856","0.8781009958898841","0.3282979602985494","0.3592527405883943",NULL
"015539_2015","2015-12-31","015539",27371492,6615117,37530221,27371492,7432282,11144513,9314882,14617679,2036861,371983,NULL,NULL,NULL,NULL,"2.3763699820125055","0.8900519382875945","0.6660336343347157","0.4208098939009143","0.13934229914338658","0.025447473569504435","0.03993426862519568",NULL
"016101_2015","2015-12-31","016101",6760332,4399404,4167403,6760332,2048969,1857109,3097236,2294319,194445,70979,NULL,NULL,NULL,NULL,"2.1931991629455427","2.1471305812825867","0.5577470894493664","0.45595494330618164","0.08475063842473518","0.030936848799142578","0.022916884602916923",NULL
