"cia_ano","ano","cd_cvm","ativo_total","ativo_circulante","ativo_nao_circulante","passivo_total","passivo_circulante","passivo_nao_circulante","patrimonio_liquido","receitas","resultado_operacional","lucro_liquido","fc_operacional","fc_investimento","fc_financiamento","fc_diferenca","liquidez_geral","liquidez_corrente","prop_capitalterceiros","endividamento_geral","margem_operacional","margem_liquida","roe","fluxocaixa_livre"
"022187_2021","2021-12-31","022187",12221416,7076976,15891223,12221416,1085997,5234743,6620249,4396003,3620564,1333046,NULL,NULL,NULL,NULL,"3.633783227913187","6.5165704877637785","0.48842789372589684","0.2751952819635532","0.8236036235644061","0.303240466396406","0.20135889148580363",NULL
"025860_2021","2021-12-31","025860",3047981,3103878,2934228,3047981,2226223,57590,767206,226593,321363,138660,NULL,NULL,NULL,NULL,"2.6438705795964905","1.3942349890374863","0.7485410611995533","0.3782333400572961","1.4182388688088334","0.6119341727237823","0.18073372731704393",NULL
"023310_2021","2021-12-31","023310",4957189,3778786,4001094,4957189,3359704,1545534,375292,825866,-988946,-486642,NULL,NULL,NULL,NULL,"1.5860351730130118","1.1247377745182314","0.928929103707393","0.630503041178013","-1.1974654483899325","-0.5892505563856606","-1.296702301141511",NULL
"024350_2021","2021-12-31","024350",404704,248421,361741,404704,237651,184716,NULL,531472,-5213,-44789,NULL,NULL,NULL,NULL,"1.444625171947619","1.0453185553605917",NULL,"0.6922210822699545","-0.009808607038564591","-0.0842734894782792",NULL,NULL
"023604_2021","2021-12-31","023604",1433837,1277670,319898,1433837,381660,788469,272550,701792,249379,106789,NULL,NULL,NULL,NULL,"1.3652922028255003","3.3476654614054393","0.8110806354012223","0.7324439397884784","0.35534602845287494","0.1521661688933473","0.3918143459915612",NULL
"025550_2021","2021-12-31","025550",1206063,606066,1162339,1206063,189089,680879,369413,435516,60187,-55509,NULL,NULL,NULL,NULL,"2.0327241921541943","3.205189090851398","0.7019374994452876","0.4919506560997057","0.1381969893184177","-0.127455707712231","-0.15026271408965033",NULL
"022365_2021","2021-12-31","022365",6688919,4822084,7132419,6688919,1224721,2130452,4165912,1804939,4229505,1444565,NULL,NULL,NULL,NULL,"3.563006438118094","3.937291840345679","0.44610225785242424","0.28066185603868266","2.3432952581777","0.8003400668942274","0.34675840488229226",NULL
"022217_2021","2021-12-31","022217",531374,144604,859166,531374,86876,291697,296726,147134,10451,4384,NULL,NULL,NULL,NULL,"2.6514569184807155","1.6644873152539252","0.5606005636021969","0.3771511402014406","0.07103048921391385","0.029795968301004526","0.01477457317525259",NULL
"025135_2021","2021-12-31","025135",2409870,2692765,1933732,2409870,196605,263375,2045267,751282,351583,175197,NULL,NULL,NULL,NULL,"10.05803947997739","13.69632003255258","0.1836066463705974","0.09942295434321043","0.467977403957502","0.2331973879315623","0.08565972071128122",NULL
"022497_2021","2021-12-31","022497",4403581,1698835,6449458,4403581,2618127,589873,1275049,2096548,1191138,377306,NULL,NULL,NULL,NULL,"2.539991583541147","0.6488741760808394","0.7155844158741071","0.39370209195962885","0.5681424894636325","0.17996535257003418","0.29591490209395876",NULL
"021067_2021","2021-12-31","021067",2693527,1341379,1888458,2693527,663328,982467,1071763,619643,161027,84943,NULL,NULL,NULL,NULL,"1.96247831595065","2.022195655844469","0.6056154091283424","0.5095597703537361","0.2598706029116766","0.13708377243025419","0.07925539508268152",NULL
"025291_2021","2021-12-31","025291",5453481,2832183,7756897,5453481,566863,1137917,4175445,727799,370463,15991,NULL,NULL,NULL,NULL,"6.211405577259236","4.996238950151977","0.289917477647539","0.16099415624397964","0.5090182866423284","0.021971725709983115","0.0038297714375354003",NULL
"026123_2021","2021-12-31","026123",6032410,3408067,7641381,6032410,1190722,2577879,2304943,2702066,239552,-22417,NULL,NULL,NULL,NULL,"2.931976083432552","2.862185295980086","0.6204945580372844","0.3410669021656104","0.0886551253744357","-0.008296244429262646","-0.009725620112948563",NULL
"025046_2021","2021-12-31","025046",1470516,490907,2115509,1470516,357243,509813,838138,1141394,-21298,1979,NULL,NULL,NULL,NULL,"3.006052665571774","1.3741542871378865","0.508479387096131","0.33266216904745827","-0.018659639002833378","0.0017338447547472651","0.0023611863440149475",NULL
"025119_2021","2021-12-31","025119",1951410,1705749,664867,1951410,665681,177880,1199022,771819,160867,86359,NULL,NULL,NULL,NULL,"2.8102484586176932","2.562412026180708","0.4129873792154346","0.35584042291117585","0.20842580967817584","0.11189022296678366","0.07202453332799565",NULL
"025682_2021","2021-12-31","025682",6897190,5952260,4978219,6897190,2124284,2669756,2151017,6218759,901151,395155,NULL,NULL,NULL,NULL,"2.2800141425603457","2.8020076411628576","0.6902808717048686","0.4385937706847065","0.14490849380077278","0.06354242060192396","0.1837061259859871",NULL
"025283_2021","2021-12-31","025283",3088179,2878969,2078863,3088179,709533,1379054,999592,2486150,286831,69193,NULL,NULL,NULL,NULL,"2.373773273509794","4.057554757847767","0.6763166901918574","0.42127022456589897","0.11537155843372282","0.027831385877762807","0.06922124226684487",NULL
"024961_2021","2021-12-31","024961",4861369,2293414,6685408,4861369,897523,2661441,1304732,1916332,551408,168871,NULL,NULL,NULL,NULL,"2.5228751962649807","2.5552704498937633","0.7317406351054836","0.39637315451848804","0.28774137258053406","0.08812199556235559","0.12942964532179788",NULL
"022675_2021","2021-12-31","022675",6517530,1302835,11056203,6517530,602288,4689922,1247654,1115417,-217021,-343132,NULL,NULL,NULL,NULL,"2.3353264515202534","2.1631428818106953","0.8092232499024444","0.4282056580779184","-0.194564902632827","-0.30762665442610254","-0.2750217608407459",NULL
"024694_2021","2021-12-31","024694",7146492,4166693,6447033,7146492,2161217,3539261,2224635,5110462,612656,497831,NULL,NULL,NULL,NULL,"1.8619010546133148","1.9279382866227686","0.7192929615009905","0.5370854683831107","0.11988270336419682","0.09741408898060488","0.22378097980118086",NULL
"025879_2021","2021-12-31","025879",3941835,1398572,5842895,3941835,705986,1943305,1325116,1261856,135646,-54955,NULL,NULL,NULL,NULL,"2.733360359432014","1.9810194536435566","0.6665877450397003","0.3658500411587873","0.10749721045824563","-0.04355092815662009","-0.04147184095581066",NULL
"022586_2021","2021-12-31","022586",1285009,45287,2375956,1285009,146165,323733,823397,109806,-1466,-2479,NULL,NULL,NULL,NULL,"5.152699096399644","0.3098347757671125","0.3633339647953483","0.19407304429997319","-0.01335081871664572","-0.022576179808025062","-0.0030106983630010797",NULL
"024996_2021","2021-12-31","024996",1192176,563680,800966,1192176,141472,709813,346733,135787,22938,6777,NULL,NULL,NULL,NULL,"1.6030424593408787","3.9843926713413254","0.7105778043401685","0.6238137949328983","0.1689263331541311","0.049909048730732694","0.019545298543836322",NULL
"027138_2021","2021-12-31","027138",304841,263948,82585,304841,200079,32398,72364,999284,49353,16381,NULL,NULL,NULL,NULL,"1.4906119745179094","1.31921890853113","0.762617233246184","0.6708654009863418","0.04938836206724014","0.016392737199835083","0.22636946548007297",NULL
"024317_2021","2021-12-31","024317",3813408,925289,6142184,3813408,761350,1504760,1572720,2753287,-443234,-273841,NULL,NULL,NULL,NULL,"3.118768727025608","1.2153267222696527","0.5903126733926743","0.320639357235606","-0.16098358071643093","-0.09945966403066589","-0.17411936008952641",NULL
"023957_2021","2021-12-31","023957",407172,150875,291725,407172,104237,255468,57570,211276,29368,6337,NULL,NULL,NULL,NULL,"1.2304527320999152","1.4474227001928297","0.8620334311904619","0.8127089923181202","0.13900301028039153","0.02999394157405479","0.11007469167969429",NULL
"026379_2021","2021-12-31","026379",2541901,688172,4196111,2541901,1015089,1077462,457953,1146236,-75836,-121078,NULL,NULL,NULL,NULL,"2.3341285349795537","0.6779425252367034","0.8204460765401662","0.4284254208857267","-0.06616089531300709","-0.10563095209014549","-0.2643895770963396",NULL
"025232_2021","2021-12-31","025232",902829,1181865,466818,902829,97855,109491,695483,263486,-119171,-34334,NULL,NULL,NULL,NULL,"7.951361492384709","12.077717030299933","0.22966253853165994","0.12576462546165637","-0.4522858899524073","-0.13030673356459166","-0.04936713046904094",NULL
"025321_2021","2021-12-31","025321",1650176,14073,3182774,1650176,725387,342297,582492,33617,-275065,-171192,NULL,NULL,NULL,NULL,"2.994188355356079","0.019400678534354766","0.6470121974868135","0.3339803249889657","-8.182318469821816","-5.09242347621739","-0.2938958818318535",NULL
"025402_2021","2021-12-31","025402",3768362,617778,6753139,3768362,237755,1179116,2351497,87902,519889,180479,NULL,NULL,NULL,NULL,"5.202249887251557","2.5983806860002945","0.37599061450474053","0.19222452240338617","5.914416054242224","2.05318422789015","0.07675068265024365",NULL
"012696_2021","2021-12-31","012696",449897,275994,351123,449897,320370,1635309,NULL,744692,-121382,-114498,NULL,NULL,NULL,NULL,"0.3206645875933627","0.8614851577863096",NULL,"3.118523337750372","-0.16299624542763988","-0.15375215525344707",NULL,NULL
"023620_2021","2021-12-31","023620",6867578,779696,12274155,6867578,794702,4407652,1696888,1410454,534742,172801,NULL,NULL,NULL,NULL,"2.5092200569203866","0.9811174503147092","0.7540471837340972","0.3985302115061678","0.3791275716896829","0.1225144527932141","0.1018340632970473",NULL
"021156_2021","2021-12-31","021156",1626757,912205,1685021,1626757,549507,520210,577002,2365296,341970,134302,NULL,NULL,NULL,NULL,"2.4279561790641826","1.6600425472286977","0.6496050631589239","0.4118690479765719","0.14457809931611096","0.056780208481306355","0.23275829199898787",NULL
"004863_2021","2021-12-31","004863",20289,16685,19283,20289,635,40862,NULL,903,-4226,-1943,-834,-160,41,-953,"0.8667614526351303","26.275590551181104",NULL,"1.1537199733096086","-4.679955703211517","-2.15171650055371",NULL,-994
"003069_2021","2021-12-31","003069",3396582,1618366,3880848,3396582,474737,730524,2370279,2389477,1502503,642907,NULL,NULL,NULL,NULL,"4.5626748065356795","3.408973810762591","0.3370850277160932","0.2191696849767985","0.6287999424141768","0.269057622232815","0.2712368459577965",NULL
"003115_2021","2021-12-31","003115",375056,97370,486952,375056,29455,250130,173654,2891,14178,9311,NULL,NULL,NULL,NULL,"2.089961907827673","3.3057205907316245","0.6168599789515025","0.4784776202162506","4.90418540297475","3.220684884123141","0.05361811418107271",NULL
"022845_2021","2021-03-31","022845",11839684,4513425,13389332,11839684,9492236,3471956,NULL,10329992,2279581,163042,NULL,NULL,NULL,NULL,"1.3809388969246985","0.47548596558281947",NULL,"0.7241450018005606","0.22067596954576538","0.015783361690889983",NULL,NULL
"025313_2021","2021-12-31","025313",31480,31230,296,31480,1648,16926,21597,20864,5306,2285,NULL,NULL,NULL,NULL,"1.6973188327770001","18.950242718446603","0.4623733539120261","0.5891644991435641","0.25431365030674846","0.10951878834355828","0.10580173172199843",NULL
"025542_2021","2021-12-31","025542",1231368,657464,1357660,1231368,468542,616799,160434,721887,-262303,-106786,NULL,NULL,NULL,NULL,"1.8566736168632716","1.4032125188350244","0.8712175152013807","0.5385976247615532","-0.3633574229761722","-0.14792619897573997","-0.6656070409015545",NULL
"008745_2021","2021-12-31","008745",162833,166342,61660,162833,72937,7803,85966,291975,63323,33542,NULL,NULL,NULL,NULL,"2.823903889026505","2.280625745506396","0.4843256991350041","0.35411970070437976","0.21687815737648772","0.11487969860433256","0.39017751203964357",NULL
"013986_2021","2021-12-31","013986",118975152,47693717,160632546,118975152,11551224,96323566,15175130,40965431,27013148,8635532,NULL,NULL,NULL,NULL,"1.9311858034671492","4.128888592239229","0.8766750112474677","0.5178165654514717","0.6594132501620695","0.21080046735014213","0.5690581892873405",NULL
"022349_2021","2021-12-31","022349",3366326,1680536,3460222,3366326,1519000,269380,1592006,2923827,872379,343720,NULL,NULL,NULL,NULL,"2.874533376575448","1.1063436471362738","0.5290460911860362","0.3478825496162239","0.29836888434233627","0.1175582549856746","0.2159037089056197",NULL
"021350_2021","2021-12-31","021350",5679619,3580294,3384553,5679619,496841,3788200,1458780,1776380,567188,208760,NULL,NULL,NULL,NULL,"1.6253863148567307","7.206116242419607","0.7460262079894203","0.6152383534053225","0.3192942951395535","0.11751990002139182","0.14310588299812171",NULL
"019739_2021","2021-12-31","019739",25312056,7387004,40395758,25312056,4984500,12874113,7617090,10901336,6127189,2043677,NULL,NULL,NULL,NULL,"2.675614394018169","1.4819949844518006","0.7010056994305516","0.37374593373233633","0.5620585403477152","0.18747032473817887","0.2683015429776988",NULL
"025690_2021","2021-12-31","025690",4090778,2749911,4163453,4090778,346483,2253601,1683165,1024313,462748,146846,NULL,NULL,NULL,NULL,"2.6589002509149706","7.936640470095214","0.6070354536941467","0.3760953422964565","0.45176425565232503","0.14336047672928098","0.08724397192194466",NULL
"025275_2021","2021-12-31","025275",1862404,669985,1859372,1862404,682288,1316831,12796,227901,-631763,-381698,NULL,NULL,NULL,NULL,"1.265235836385928","0.9819680252327463","0.9936398903532206","0.7903664844464423","-2.772094023282039","-1.6748412687965388","-29.82947796186308",NULL
"027111_2021","2021-12-31","027111",120139327,1181559,7311497,120139327,56849557,49182002,6705725,NULL,NULL,NULL,-2114995,-495223,4099891,1112938,"0.08009932212729232","0.020783961429989683","0.9405190123260376","12.484500161072763",NULL,NULL,NULL,-2610218
"025259_2021","2021-12-31","025259",472295,801247,115930,472295,39417,11029,424561,106140,-253863,-118785,NULL,NULL,NULL,NULL,"18.181362248741227","20.32744754801228","0.10620054020256543","0.05500137923214385","-2.391775014132278","-1.119135104578858","-0.2797831171492436",NULL
"002453_2021","2021-12-31","002453",52045808,13774358,63763992,52045808,10687593,23785422,19461765,33646118,11649349,3752869,NULL,NULL,NULL,NULL,"2.2492477086788027","1.2888176037392143","0.6391611312774429","0.44459309490078136","0.3462315920071373","0.1115394352477751","0.19283292137172553",NULL
"005983_2021","2021-12-31","005983",4096,2337,2455,4096,152240,13718,NULL,2845,-3411,-4467,-4467,0,4467,0,"0.028874775545619975","0.015350761954808197",NULL,"34.63230383973289","-1.198945518453427","-1.5701230228471001",NULL,-4467
"003891_2021","2021-12-31","003891",11181967,3997100,101796,11181967,9692870,182497,1062881,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.4150626503298561","0.4123752820372088","0.9028289539604515","2.4092748388834457",NULL,NULL,NULL,NULL
"001325_2021","2021-12-31","001325",12993418,1212577,1774125,12993418,10230839,1547342,1215237,2510145,160405,201574,NULL,NULL,NULL,NULL,"0.2535792241603351","0.1185217556448694","0.9064728772675519","3.9435407348975557","0.0639026829127401","0.08030372747391087","0.16587217143651814",NULL
"004707_2021","2021-12-31","004707",3076634,1805186,3860897,3076634,643653,663076,1769905,4339,-19198,23648,NULL,NULL,NULL,NULL,"4.33608116143439","2.8045950224732894","0.4247268280854986","0.23062298946203225","-4.4245217792118","5.450103710532381","0.013361169102296452",NULL
"003077_2021","2021-12-31","003077",830417,436611,744871,830417,485179,208076,146837,954276,42734,-2018,NULL,NULL,NULL,NULL,"1.7042531247520754","0.8998967391416364","0.8252131909362308","0.5867672973435059","0.0447815935850844","-0.002114692185489313","-0.013743130137499403",NULL
"019445_2021","2021-12-31","019445",12721650,3872732,17732738,12721650,1910539,4561075,6759958,5894710,1501205,537587,NULL,NULL,NULL,NULL,"3.338497938844931","2.0270363494280934","0.489103940181862","0.2995359045649088","0.2546698650145639","0.09119820992042017","0.07952519823348014",NULL
"023574_2021","2021-12-31","023574",2951198,1116216,4515182,2951198,488162,1428829,1126686,1852245,-79469,-80449,NULL,NULL,NULL,NULL,"2.9376235986501764","2.286568802979339","0.6298273437030276","0.34041120872650094","-0.042904151448647454","-0.04343323912333412","-0.0714032126075943",NULL
"026336_2021","2021-12-31","026336",218056,197838,102704,218056,45880,24392,147784,148772,94482,42324,NULL,NULL,NULL,NULL,"4.276838570127505","4.31207497820401","0.32226583996771474","0.23381756959093905","0.6350791815664238","0.2844890167504638","0.2863909489525253",NULL
"025836_2021","2021-12-31","025836",406605,606975,157800,406605,333619,150891,NULL,123488,-154234,-82252,NULL,NULL,NULL,NULL,"1.5784503931807392","1.819365803506395",NULL,"0.6335327383871073","-1.2489796579424721","-0.666072816791915",NULL,NULL
"025089_2021","2021-12-31","025089",3447347,2036376,4164025,3447347,699604,994663,1759256,2097525,257065,75036,NULL,NULL,NULL,NULL,"3.659636291092254","2.91075522724284","0.49059091252613635","0.27325119778543355","0.12255634616989071","0.03577359030285694","0.04265212112392966",NULL
"025933_2021","2021-12-31","025933",964182,1195534,62909,964182,786393,150773,27639,2184137,40967,9121,NULL,NULL,NULL,NULL,"1.3428176011507034","1.520275485666836","0.9713527604023611","0.7447027795458356","0.01875660730073251","0.004176020093977622","0.3300047034986794",NULL
"023868_2021","2021-12-31","023868",1605913,33102,3117892,1605913,141672,1238926,236914,244986,-92547,-76342,NULL,NULL,NULL,NULL,"2.282339971519588","0.23365238014568862","0.8535318439677727","0.4381468197019734","-0.3777644436824961","-0.3116178067318133","-0.3222350726423934",NULL
"024236_2021","2021-12-31","024236",374377,278142,321911,374377,106361,52982,229080,433141,36671,14499,NULL,NULL,NULL,NULL,"3.7657945438456664","2.615075074510394","0.41023059911488247","0.2655482099081248","0.08466296194541731","0.03347408811449389","0.06329229963331587",NULL
"026565_2021","2021-12-31","026565",3092672,843368,4261634,3092672,31591,2473850,599221,19493,-25793,-13658,NULL,NULL,NULL,NULL,"2.03756624083345","26.696464182836884","0.8069931606081435","0.4907815902912477","-1.3231929410557637","-0.7006617760221618","-0.022792926149116936",NULL
"027103_2021","2021-12-31","027103",28609833,4655109,39562509,28609833,3904592,10886351,15951041,6250192,5995047,1745876,NULL,NULL,NULL,NULL,"2.98950634858102","1.1922139368210558","0.481131699242313","0.3345033873149838","0.9591780540501795","0.27933157893389515","0.1094521667896158",NULL
"024775_2021","2021-12-31","024775",18597301,6388107,25799071,18597301,3489342,11135455,6979942,12584361,296370,-115967,NULL,NULL,NULL,NULL,"2.2008632324947826","1.8307483187374582","0.6769254190018218","0.45436717067895793","0.023550659425615652","-0.009215167937410569","-0.01661432143705492",NULL
"024090_2021","2021-12-31","024090",2310217,1022213,3076522,2310217,726379,729063,873061,1985798,655873,213993,NULL,NULL,NULL,NULL,"2.8161445114267694","1.4072722366698376","0.6250548098928796","0.35509541358492314","0.33028183128394734","0.10776171594492491","0.24510658476326397",NULL
"025909_2021","2021-12-31","025909",767648,794199,123462,767648,113654,222559,443205,547477,64118,19638,NULL,NULL,NULL,NULL,"2.7294036815947034","6.987866683090784","0.4313641717281356","0.3663803953747626","0.11711542220038468","0.03587000001826561","0.04430906691034623",NULL
"003395_2021","2021-12-31","003395",280734,165121,231306,280734,61932,77888,148323,212597,32667,15998,NULL,NULL,NULL,NULL,"2.8352667715634388","2.6661661176774527","0.48524517340348367","0.35270049719116003","0.1536569189593456","0.07525035630794413","0.1078591991801676",NULL
"026085_2021","2021-12-31","026085",2892361,2217731,3386260,2892361,513987,1037204,1342099,728755,92183,2243,NULL,NULL,NULL,NULL,"3.6127021108296784","4.314760879166204","0.536133951314939","0.27680112262849815","0.12649381479372354","0.003077851952988316","0.0016712627011867232",NULL
"025330_2021","2021-12-31","025330",4528962,4074554,2096514,4528962,2429993,685319,1511717,5738533,719369,288231,NULL,NULL,NULL,NULL,"1.9808828136636074","1.676776023634636","0.6732856007602287","0.5048254208185682","0.12535764802607216","0.05022729676730969","0.1906646548262671",NULL
"023507_2021","2021-12-31","023507",1192643,890965,961214,1192643,245643,310307,641472,904991,266802,113957,NULL,NULL,NULL,NULL,"3.3315567946757803","3.627072621650118","0.4642891144475381","0.30015997373903924","0.2948117716087784","0.1259205892655286","0.17764921929562008",NULL
"027057_2021","2021-12-31","027057",1256699,303995,2008940,1256699,259207,164545,847819,631147,119049,57208,NULL,NULL,NULL,NULL,"5.458227925767902","1.1727885435192722","0.3332507583139282","0.18320964488842098","0.18862325258616455","0.09064132444581056","0.0674766665998285",NULL
"026417_2021","2021-12-31","026417",143250,244840,24458,143250,68100,8564,66586,179843,184069,124500,NULL,NULL,NULL,NULL,"3.5127047897318167","3.5953010279001467","0.5351762652705061","0.2846809111096258","1.0234982734941032","0.6922704803634281","1.869762412519148",NULL
"025658_2021","2021-12-31","025658",6774910,6048674,2653934,6774910,4860330,441947,1474188,6580618,463672,119397,NULL,NULL,NULL,NULL,"1.6412963713514024","1.2444986245789895","0.782454716434011","0.609274484154635","0.0704602516055483","0.018143736652089515","0.08099170526418611",NULL
"004081_2021","2021-12-31","004081",671512,307806,589886,671512,255122,118591,304984,600771,71317,27107,NULL,NULL,NULL,NULL,"2.4020893038240576","1.2065051230391735","0.5506330512732486","0.4163042558026584","0.11870912544047565","0.045120353678856","0.08888007239724051",NULL
"023825_2021","2021-12-31","023825",21715853,9292989,32680008,21715853,3751193,14684900,3284472,5332623,2848506,819439,NULL,NULL,NULL,NULL,"2.276675269537857","2.4773422748442964","0.8487851490051018","0.4392369932506845","0.534166019236687","0.15366527879431943","0.24948880672449028",NULL
"026972_2021","2021-12-31","026972",5084733,1709287,7724608,5084733,2173690,1256995,1654048,1183210,307485,64315,NULL,NULL,NULL,NULL,"2.749857535739947","0.7863526997869982","0.6747030768380562","0.3636552028615964","0.25987356428698205","0.05435636953710669","0.03888339395229159",NULL
"025127_2021","2021-12-31","025127",19982609,11443328,24589088,19982609,5073494,9091428,6373113,12330209,3656168,1742636,NULL,NULL,NULL,NULL,"2.5437779325576235","2.2555122761552493","0.689692173569672","0.39311607636856766","0.2965211700791122","0.1413306132929296","0.27343560360533387",NULL
"003158_2021","2021-12-31","003158",4228889,2100782,4189812,4228889,1977043,902113,1380965,2212210,11768,-141423,NULL,NULL,NULL,NULL,"2.184874317334663","1.062587915386767","0.6758390195959223","0.45769223065421166","0.005319567310517537","-0.0639283793129947","-0.10240882281592945",NULL
"026794_2021","2021-12-31","026794",421981,77942,732007,421981,94454,241222,89309,97904,-116336,-69355,NULL,NULL,NULL,NULL,"2.4128892145997924","0.8251847460139327","0.7898537595444545","0.41444090924243376","-1.188266056545187","-0.7083980225527047","-0.7765734696391181",NULL
"080225_2021","2021-12-31","080225",23689567,11738748,30840257,23689567,9136527,3349335,11253129,24333964,2383483,852627,NULL,NULL,NULL,NULL,"3.410177447099768","1.2848151162909058","0.5259643090980572","0.2932398725616064","0.09794881754571512","0.0350385576308077","0.0757679930621963",NULL
"025305_2021","2021-12-31","025305",1311921,1193468,495476,1311921,560866,287975,487282,882168,343687,154764,NULL,NULL,NULL,NULL,"1.9897059637788468","2.1279022083706267","0.6353015403521981","0.5025868234826022","0.389593592150248","0.17543597137960115","0.31760664256016025",NULL
"024716_2021","2021-12-31","024716",10185525,5021528,14201789,10185525,1189725,6406816,2640186,2823495,1333470,402375,NULL,NULL,NULL,NULL,"2.5305355424264806","4.220746811237891","0.7420868994552653","0.3951732679641084","0.47227638086839185","0.14250954933513252","0.15240403517024936",NULL
"025194_2021","2021-12-31","025194",1682647,324241,2586581,1682647,190381,1149234,347837,469747,15805,-27755,NULL,NULL,NULL,NULL,"2.172879521355016","1.7031163824121105","0.7938685070745716","0.4602187973019305","0.03364577102142217","-0.059084996817435766","-0.07979312149081323",NULL
"026689_2021","2021-12-31","026689",1680960,1397258,1435343,1680960,706277,935663,162899,2249611,22605,-5534,NULL,NULL,NULL,NULL,"1.725154999573675","1.9783427748602884","0.9097431959304957","0.5796580598538233","0.010048403924056204","-0.002459980858912941","-0.03397197036200345",NULL
"025070_2021","2021-12-31","025070",1268517,1344446,228515,1268517,239360,1073058,317223,1271260,325657,135084,NULL,NULL,NULL,NULL,"1.198521355238956","5.616836564171123","0.8053417900016016","0.8343614368061255","0.2561686830388748","0.10625993109198748","0.425832931407874",NULL
"024830_2021","2021-12-31","024830",13627870,1946882,21003522,13627870,1132901,9084301,3430994,3454132,779720,93337,NULL,NULL,NULL,NULL,"2.2462513709722094","1.7184926132115692","0.7486119044597542","0.44518615010001567","0.22573543802031884","0.02702183935066755","0.027204069724400568",NULL
"080209_2021","2021-12-31","080209",110590012,15086303,6211476,110590012,82001690,3384773,24632698,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.24942805043933017","0.18397551318759406","0.7761053822251925","4.00917217706128",NULL,NULL,NULL,NULL
"024120_2021","2021-12-31","024120",7007555,1530803,6179210,7007555,486915,4410565,2137991,1012595,1448024,352432,NULL,NULL,NULL,NULL,"1.5742816713901844","3.1438813755994373","0.6961125985737131","0.6352103427062964","1.4300129864358406","0.34804833126768353","0.16484260223733402",NULL
"026204_2021","2021-12-31","026204",525478,74232,954346,525478,86222,404165,38370,113105,-65879,-35223,NULL,NULL,NULL,NULL,"2.097482192635612","0.8609403632483589","0.9274335848036054","0.47676209290885085","-0.5824587772423854","-0.3114185933424694","-0.917982799061767",NULL
"025186_2021","2021-12-31","025186",9954991,7149412,7310068,9954991,1650337,1843260,6476581,15876857,1703717,768791,NULL,NULL,NULL,NULL,"4.138851733614381","4.332092172689578","0.3504046768272342","0.24161290724147758","0.10730820338055573","0.048422115283900335","0.11870321702145005",NULL
"025771_2021","2021-12-31","025771",2045146,800712,2785947,2045146,606778,915419,615695,1616710,193083,79694,NULL,NULL,NULL,NULL,"2.356238384387829","1.3196127743589912","0.7120083708625131","0.424405275215737","0.11942958229985588","0.0492939364511879","0.12943746497860142",NULL
"026280_2021","2021-12-31","026280",6664325,5325813,6239101,6664325,1946231,3567330,1184663,3715510,-463285,-260134,NULL,NULL,NULL,NULL,"2.0975398657963518","2.736475269379637","0.8231377451694658","0.4767489840391377","-0.12468947735304171","-0.07001299956129844","-0.21958481019496684",NULL
"026077_2021","2021-12-31","026077",646582,665246,596722,646582,28914,4551,613211,91603,-44022,1201,NULL,NULL,NULL,NULL,"37.710085163603765","23.007747112125614","0.05174925310356345","0.026518105054961775","-0.4805737803347052","0.01311092431470585","0.001958542818051209",NULL
"025062_2021","2021-12-31","025062",1751040,1147078,1091280,1751040,359087,155299,1249962,609270,397691,204301,NULL,NULL,NULL,NULL,"4.351514232502439","3.194429205178689","0.2915445252297166","0.2298050624609647","0.6527335992253024","0.33532095786761207","0.16344576875137004",NULL
"025445_2021","2021-12-31","025445",2215889,994862,2624085,2215889,761155,748882,720817,714265,411843,179142,NULL,NULL,NULL,NULL,"2.396594917872873","1.3070425865953714","0.6768874162092186","0.41725866667845646","0.576596921310718","0.2508060733761279","0.24852632498956045",NULL
"022012_2021","2021-12-31","022012",1449952,680969,1945219,1449952,183294,200239,1092961,738118,287941,102307,NULL,NULL,NULL,NULL,"6.847358636675332","3.715173437210165","0.25975926756221157","0.14604171521612314","0.39010158267377304","0.13860520946515326","0.09360535279849876",NULL
"001155_2021","2021-12-31","001155",34028367,5560676,880697,34028367,30813945,1380939,1833483,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.2000744279743328","0.18045972367381066","0.9461189836115262","4.998139992824512",NULL,NULL,NULL,NULL
"020958_2021","2021-12-31","020958",43342903,731091,2647636,43342903,35187605,1082788,4713676,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.09315385692126357","0.020776946882289943","0.8849876033538788","10.734928569251082",NULL,NULL,NULL,NULL
"024589_2021","2021-12-31","024589",2925557,512402,2576060,2925557,203973,2034369,687215,971081,613319,181222,NULL,NULL,NULL,NULL,"1.3797989762064957","2.512106994553201","0.7650994323474128","0.7247432540856905","0.6315837710757393","0.18661882994312523","0.26370495405368044",NULL
"026620_2021","2021-12-31","026620",19562553,3947817,32049195,19562553,1601955,10577022,9046515,2624114,1952755,311646,NULL,NULL,NULL,NULL,"2.955667951421536","2.4643744674475876","0.5737900916501724","0.33833299830552604","0.7441578376549189","0.11876237084212042","0.03444928793021401",NULL
"013781_2021","2021-12-31","013781",3459214,318787,6337748,3459214,539495,1365494,1576743,288062,213254,34400,NULL,NULL,NULL,NULL,"3.4942642713422494","0.5908988961899554","0.5471383208127449","0.28618327703527435","0.7403059063673793","0.11941873624428075","0.021817125555654918",NULL
